data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8166265,566,NIG21078,21078,"17 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Anambra,"Awka South",,Awka,6.2101,7.0741,1,"Daily Post (Nigeria)",National,"On 17 June 2021, youth demonstrators under the auspices of Concerned Anambra Youths staged protest marches in Awka (Awka South, Anambra) over the activities of members of secret cults in the area. [size=no report]",0,1624310472,NGA
8166337,566,NIG21080,21080,"17 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,HumAngle,National,"On 17 June 2021, Fulani pastoralists launched a reprisal attack against several communities in Bukkuyum LGA (coded to Bukuyum) and Anka LGA in Zamfara State, killing about 47 residents and displacing over 1000 others. Among the communities attacked: Maiduma, Babban-Baye, Tungar-Rogo, Bunkasau, Tungar Jando, Tungar-Fayafayi, Tungar-Dutsi, Tungar-Namatsafa, Gana, Kamaru, Kwali, Bardi, Mari, Kimi, and Galamu villages. Fatalities split across two events.",24,1624310473,NGA
8166340,566,NIG21077,21077,"17 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,HumAngle,National,"On 17 June 2021, Fulani pastoralists launched a reprisal attack against several communities in Bukkuyum LGA and Anka LGA in Zamfara State, killing about 47 residents and displacing over 1000 others. Among the communities attacked: Maiduma, Babban-Baye, Tungar-Rogo, Bunkasau, Tungar Jando, Tungar-Fayafayi, Tungar-Dutsi, Tungar-Namatsafa, Gana, Kamaru, Kwali, Bardi, Mari, Kimi, and Galamu villages. Fatalities split across two events.",23,1624310473,NGA
8356638,566,NIG21090,21090,"17 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Yobe,Gujba,,Gujba,11.5032,11.9367,1,"Sahara Reporters; Daily Trust (Nigeria)",National-Regional,"On 17 June 2021, ISWAP fighters clashed with Nigerian police operatives following an attack on Gujba town (Gujba LGA, Yobe). At least three policemen were killed. ISWAP fighters also looted medical supplies and set properties and houses ablaze.",3,1624924434,NGA
8356937,566,NIG21091,21091,"17 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,Ado,,Utonkon,6.9452,8.033,2,"Nigeria Punch",National,"On 17 June 2021, Fulani pastoralists kidnapped five persons on a road between Utonkon (Ado LGA, Benue) and Okpoga (Okpokwu LGA, Benue). Police operatives and local militiamen later rescued three of the kidnapped victims. Reason for abduction unknown.",0,1624924434,NGA
8366552,566,NIG21135,21135,"17 June 2021",2021,1,"Violence against civilians",Attack,"Ashe a Tyo","Police Forces of Nigeria (2015-)",4,"Civilians (Nigeria)","APC: All Progressives Congress",7,47,"Western Africa",Nigeria,Benue,"Katsina Ala",,Katsina-Ala,7.1693,9.2846,1,Blueprint,National,"On 17 June 2021, 3 APC members were killed after being apprehended by members of the Ashe a Toyo group in Katsina-Ala (Katsina Ala LGA, Benue). Members of the party heard they were handed to the police, and after, killed.",3,1625510720,NGA
8785779,566,NIG21079,21079,"17 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Kebbi Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kebbi,Ngaski,,"Bin Yauri",10.7823,4.8114,1,"Business Day (Nigeria); Nigeria Punch; Sahara Reporters; Daily Trust (Nigeria); Guardian (Nigeria)",National-Regional,"On 17 June 2021, Nigerian police operatives clashed with a Kebbi communal militia following the abduction of at least thirty female students and four staff of the Government Girls Secondary School in Birnin Yauri (Bin Yauri) (Ngaski LGA, Kebbi). There was one reported fatality and two injuries. Five kidnapped students and two staff were later rescued by state security operatives [coded separately]. Twenty eight students and two female teachers were released on 20 October; another 30 students were released around 8 January 2022, there are no details on ransom payment.",1,1642439768,NGA
8166062,566,NIG21074,21074,"16 June 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","NURTW: National Union of Road Transport Workers; Labour Group (Nigeria)",5,"Rioters (Nigeria)","NURTW: National Union of Road Transport Workers; Labour Group (Nigeria)",5,55,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Daily Independent (Nigeria); CKN Nigeria",National,"On 16 June 2021, two factions of the National Union of Road Transport Workers clashed along Iwo road in Ibadan (Akinyele LGA, Oyo). Two reported fatalities. Unknown reason for clash. Property damage also reported. [size=no report]",2,1624310472,NGA
8166239,566,NIG21073,21073,"16 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Lagos,Amowo-Odofin,,Festac,6.4663,3.283,1,"Daily Independent (Nigeria)",Subnational,"On 16 June 2021, traders of the Agboju Plank and Building Materials Market staged a demonstration at the Federal Housing Authority office in Festac Town (Amowo-Odofin LGA, Lagos) to protest against the demolition of their trading place. [size=no report]",0,1624310472,NGA
8166245,566,NIG21076,21076,"16 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Ondo,"Akoko North West",,"Uro Ajowa",7.6932,5.833,1,"Daily Independent (Nigeria)",National,"On 16 June 2021, suspected Fulani pastoralists attacked Ajowa-Akoko (Uro Ajowa) (Akoko North West LGA, Ondo) and killed two residents and abducted two others.",2,1624310472,NGA
8356637,566,NIG21075,21075,"16 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)",,1,13,"Western Africa",Nigeria,Ogun,Odedah,,Odeda,7.2167,3.5167,2,"CKN Nigeria; Daily Independent (Nigeria)",National,"On 16 June 2021, unidentified gunmen clashed with police operatives attached to four Chinese expatriates at Adeaga/Alaagba village (Odedah LGA, Ogun) [coded to Odeda] and abducted the expatriates. One reported fatality. Kidnapped victims were later released.",1,1624924434,NGA
8166061,566,NIG21067,21067,"15 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Edo,Uhunmwode,,Ehor,6.6156,5.9838,2,"Daily Independent (Nigeria); Blueprint",National,"On 15 June 2021, unidentified gunmen clashed with police operatives attached to an expatriate along the Benin-Auchi expressway (coded to Ehor, Uhunmwode LGA, Edo). At least one reported fatality.",1,1624310472,NGA
8166166,566,NIG21063,21063,"15 June 2021",2021,2,Battles,"Armed clash","Adagbo Communal Militia (Nigeria)",,4,"Aila Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,Agatu,,Aila,7.872,8.0083,1,Blueprint,National,"Around 15 June 2021 (as reported), Adagbo and Aila communal militias engaged in an armed clash at Adagbo and Aila communities (Agatu LGA, Benue). Nine reported fatalities. Fatalities split across two events.",4,1624310472,NGA
8166173,566,NIG21062,21062,"15 June 2021",2021,2,Battles,"Armed clash","Adagbo Communal Militia (Nigeria)",,4,"Aila Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,Agatu,,Adagbo,7.8731,8.046,1,Blueprint,National,"Around 15 June 2021 (as reported), Adagbo and Aila communal militias engaged in an armed clash at Adagbo and Aila communities (Agatu LGA, Benue). Nine reported fatalities. Fatalities split across two events.",5,1624310472,NGA
8166175,566,NIG21064,21064,"15 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Private Security Forces (Nigeria)","Government of Nigeria (2015-)",8,38,"Western Africa",Nigeria,Imo,Orsu,,Awo-Idemili,5.8264,6.9337,2,Blueprint,National,"On 15 June 2021, unidentified armed men clashed with private security forces guarding the residence of a Imo State Lawmaker at Obibi in Awo-Idemili (Orsu LGA, Imo). One reported fatality.",1,1624310472,NGA
8166180,566,NIG21068,21068,"15 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Enugu,"Enugu North",,Enugu,6.4426,7.5022,2,Blueprint,National,"On 15 June 2021, unidentified gunmen abducted two staff and the manager of Rivers United Football Club along Enugu road (Enugu North LGA, Enugu). Kidnapped manager was later released. Reason for abduction unknown.",0,1624310472,NGA
8166248,566,NIG21069,21069,"15 June 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Plateau,"Jos North",,Jos,9.9285,8.8921,1,"Daily Independent (Nigeria)",National,"Around 15 June 2021 (as reported), unidentified gunmen attacked and killed a management staff of the Plateau State Sports Council in Jos (Jos North LGA, Plateau). Unknown reason for attack.",1,1624310472,NGA
8166403,566,NIG21071,21071,"15 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Nigeria Punch",National,"On 15 June 2021, students of the Rivers State College of Health Science and Management Technology took to the streets in Port Harcourt (Port Harcourt LGA, Rivers) to protest the absence of electricity, poor sanitation and alleged neglect by the state government. [size=no report]",0,1624310473,NGA
8356804,566,NIG21066,21066,"15 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"Daily Independent (Nigeria)",National,"On 15 June 2021, Nigerian military troops clashed with ISWAP fighters at Kwamdi village (Damboa LGA, Borno). ISWAP fighters seized weapons and ammunition. Property damage also reported. 7 ISWAP fighters and 3 Nigerian soldiers were reportedly killed.",10,1624924434,NGA
8461057,566,NIG21567,21567,"15 June 2021",2021,3,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Health Workers (Nigeria)",7,37,"Western Africa",Nigeria,Kogi,Okene,,Okene,7.5456,6.2538,1,"Daily Post (Nigeria)",National,"Around 15 June 2021 (month of), a pharmacist was abducted by an unidentified armed group in Okene (Okene LGA, Kogi state). He was later released, but there are no reports whether a ransom was paid.",0,1630983496,NGA
8968859,566,NIG21072,21072,"15 June 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Delta,"Warri South-West",,Warri,5.5167,5.75,1,"Sahara Reporters",Regional,"Around 15 June 2021 (as reported), residents staged a demonstration in Warri (Warri South LGA, Delta) over the death of a young man who visited his friend in Okere Prison in the same area. [size=no report]",0,1648594105,NGA
8166060,566,NIG21058,21058,"14 June 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","NURTW: National Union of Road Transport Workers; Labour Group (Nigeria)",5,"Rioters (Nigeria)","NURTW: National Union of Road Transport Workers; Labour Group (Nigeria)",5,55,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Sahara Reporters; Daily Independent (Nigeria)",National-Regional,"On 14 June 2021, two factions of the National Union of Road Transport Workers clashed at the Oremeji-Agugu area in Ibadan (Akinyele LGA, Oyo) over the death of two members earlier killed from each faction. Two reported fatalities. [size=no report]",2,1624310472,NGA
8166167,566,NIG21052,21052,"14 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Women (Nigeria); Catholic Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Imo,Nkwangele,,Amaigbo,5.7301,7.1151,2,Blueprint,National,"Around 14 June 2021 (as reported), an unidentified armed group abducted a Reverend Sister at Isu (Nwangele LGA, Imo) [coded to Amaigbo). Reason for abduction unknown.",0,1624310472,NGA
8166174,566,NIG21061,21061,"14 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Women (Nigeria); Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Imo,"Owerri West",,Umuoguma,5.4678,6.9676,2,Blueprint,National,"Around 14 June 2021 (as reported), an unidentified armed group invaded a church in Owerri West LGA (Imo) (coded to Umuoguma) and abducted a female worshipper. Reason for abduction unknown.",0,1624310472,NGA
8166243,566,NIG21060,21060,"14 June 2021",2021,2,Protests,"Protest with intervention","Protesters (Nigeria)","Taxi Drivers (Nigeria); Labour Group (Nigeria)",6,"Police Forces of Nigeria (2015-)",,1,16,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Daily Independent (Nigeria)",National,"Around 14 June 2021 (as reported), commercial taxi and bus operators staged a demonstration in Port Harcourt (Port Harcourt LGA, Rivers) over the death of one of their colleagues by the State Task Force. Police forces fired live ammunition to disperse the crowd. No reported fatalities. [size=no report]",0,1624310472,NGA
8166250,566,NIG21053,21053,"14 June 2021",2021,1,"Violence against civilians",Attack,"Taraba Communal Militia (Nigeria)",,4,"Civilians (China)","Miners (China)",7,47,"Western Africa",Nigeria,Taraba,Wukari,,Arufu,7.8347,9.2491,1,"Daily Independent (Nigeria)",National,"On 14 June 2021, a Taraba communal militia attacked a mining site at Arufu (Wukari LGA, Taraba), killing one and abducting two Chinese nationals. Unknown reason for attack.",1,1624310472,NGA
8166251,566,NIG21055,21055,"14 June 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Rivers,Bonny,,Bonny,4.4341,7.1754,1,"Daily Independent (Nigeria)",National,"Around 14 June 2021 (as reported), unidentified armed men attacked residents and traders in Bonny (Bonny LGA, Rivers). Reported injuries. Property damage also reported. Community sources report event connected to the inability of armed men to disrupt the protest staged by Finima community residents in the area.",0,1624310472,NGA
8166253,566,NIG21056,21056,"14 June 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Rivers,Bonny,,Bonny,4.4341,7.1754,1,"Daily Independent (Nigeria)",National,"Around 14 June 2021 (as reported), Finima community residents staged a demonstration at the Nigeria Liquefied Natural Gas Limited (NLNG) plant in Bonny Island (Bonny LGA, Rivers) over host community rights. [size=no report]",0,1624310472,NGA
8166336,566,NIG21057,21057,"14 June 2021",2021,1,"Violence against civilians",Attack,"Yansakai Militia",,3,"Civilians (Nigeria)","Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria)",7,37,"Western Africa",Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,HumAngle,National,"On 14 June 2021, Yan Sakai militia attacked Fulani residents at Nasarawa Burkullu (coded to Bukuyum, Bukkuyum LGA, Zamfara), killing several residents. Unknown fatalities coded as 3.",3,1624310473,NGA
8166672,566,NIG21059,21059,"14 June 2021",2021,1,"Violence against civilians",Attack,"Bonta Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Benue,Oju,,Oju,6.8454,8.4174,2,"Vanguard (Nigeria)",National,"On 14 June 2021, Bonta Communal Militia attacked Ukpute community (Oju LGA, Benue) [coded to Oju] over the terms and conditions of peace brokered by the State Government between the two communities. Militiamen killed an unspecified number of women and children. Unknown fatalities coded as 3.",3,1624310473,NGA
8357094,566,NIG21089,21089,"14 June 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Kukawa,,"Cross Kauwa",12.9452,13.6723,2,Twitter,"New media","On 14 June 2021, ISWAP fighters launched an IED attack against Nigerian military troops around Mile 4 (Kukawa LGA, Borno), coded to Cross Kauwa, killing and wounding a number of soldiers. Unknown fatalities coded as 3.",3,1624924435,NGA
8386164,566,NIG21290,21290,"14 June 2021",2021,1,Battles,"Armed clash","Zamfara Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)","NSCDC: Nigeria Security and Civil Defence Corps",1,14,"Western Africa",Nigeria,Zamfara,Maradun,,Maradun,12.5657,6.244,1,HumAngle,National,"On 14 June 2021, members of a militia clashed with police officers and officers of the NSCDC in the Goran Namahe / Goran Namaye ward, Maradum (Maradun LGA, Zamfara) as the group attacked a Chinese business. Six people were killed (including officers of the police and NSCDC).",6,1626727059,NGA
8645810,566,NIG21054,21054,"14 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)","NSCDC: Nigeria Security and Civil Defence Corps",1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Bakura,,"Birnin Tudu",12.6914,6.0136,2,HumAngle,National,"On 14 June 2021, a Zamfara communal militia clashed with Nigerian security operatives at Gora village in Birnin Tudu (Bakura LGA, Zamfara). Six reported fatalities.",6,1637024693,NGA
8166058,566,NIG21043,21043,"13 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Bakura,,Bakura,12.7105,5.8749,2,"Sahara Reporters; HumAngle; Daily Independent (Nigeria); Daily Post (Nigeria); Blueprint",National-Regional,"On 13 June 2021, a Zamfara communal militia attacked several farming communities in Bakura LGA (Zamfara), killing six residents and injuring another 23. Militiamen also rustled over 300 livestock. Among the communities attacked include: Rogoji, Kurunkudu, Dankaiwa, Fagi, and Mallamawa villages. Following the attack, militiamen clashed with police operatives in the same area and killed between 1-5 police.",7,1624310472,NGA
8166059,566,NIG21048,21048,"13 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,"Akwa Ibom",Ini,,Odoro-Ikpe,5.3554,7.7508,1,"Blueprint; Premium Times (Nigeria)",National,"On 13 June 2021, Nigerian police forces clashed with the Indigenous People of Biafra (IPOB) security outfit, Eastern Security Network (ESN), during an attack against the Divisional Police Station in Odoro-Ikpe (Ini LGA, Akwa Ibom). One reported fatality and one suspect arrested.",1,1624310472,NGA
8166169,566,NIG21051,21051,"13 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Kaduna,"Sabon Gari",,Zaria,11.1132,7.7252,1,Blueprint,National,"On 13 June 2021, an unidentified armed group invaded a residential area in Zaria (Sabon Gari LGA, Kaduna) and abducted 12 residents. Reason for abduction unknown.",0,1624310472,NGA
8166170,566,NIG21047,21047,"13 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,Blueprint,National,"On 13 June 2021, unidentified armed men attacked Zogu village in Miango community (Bassa LGA, Plateau) and killed two residents. Unknown reason for attack.",2,1624310472,NGA
8166176,566,NIG21045,21045,"13 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Plateau,"Jos South",,Kuru,9.7279,8.8355,1,Blueprint,National,"On 13 June 2021, unidentified armed men attacked Kuru community (Jos South LGA, Plateau). Community sources report 12 residents were killed. Police sources on the other hand report 10 residents were killed. Unknown reason for attack.",10,1624310472,NGA
8166177,566,NIG21049,21049,"13 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,Agatu,,Odugbeho,7.8,8.0355,1,Blueprint,National,"On 13 June 2021, suspected Fulani pastoralists attacked Odugbeho (Agatu LGA, Benue), killing two residents and setting 21 houses ablaze. Unknown reason for attack.",2,1624310472,NGA
8166276,566,NIG21050,21050,"13 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Private Security Forces (Nigeria)","Government of Nigeria (2015-)",8,38,"Western Africa",Nigeria,Benue,Logo,,Ugba,7.5,9.3333,2,"Daily Trust (Nigeria)",National,"On 13 June 2021, unidentified gunmen clashed with private security forces guarding the residence a Special Assistant to the Benue State Governor in Tse-Girgi (Logo LGA, Benue) [coded to Ugba]. Gunmen rustled livestock. No reported fatalities.",0,1624310472,NGA
8166338,566,NIG21046,21046,"13 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,"Maiduguri Metro",,Maiduguri,11.8312,13.1517,2,HumAngle,National,"On 13 June 2021, Nigerian military clashed with Boko Haram fighters along Gubio road near Maiduguri (Maiduguri Metro, Borno). No reported fatalities.",0,1624310473,NGA
8166473,566,NIG21044,21044,"13 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,"Akwa Ibom","Ikot Ekpene",,"Ikot Ekpene",5.1819,7.7148,2,"Sahara Reporters",Regional,"On 13 June 2021, Fulani pastoralists attacked and killed two farmers at Ikot Atasung (Ikot Ekpene LGA, Akwa Ibom). Event related to the farmer-pastoralist conflict.",2,1624310473,NGA
8166057,566,NIG21037,21037,"12 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Teachers (Nigeria)",7,37,"Western Africa",Nigeria,Edo,"Ovia South West",,Iguobazuwa,6.566,5.3534,2,"Nigeria Punch; Blueprint",National,"On 12 June 2021, unidentified gunmen shot and killed a lecturer at Isihor community (Ovia South West LGA, Edo) [coded to Iguobazuwa]. Unknown reason for attack.",1,1624310472,NGA
8166168,566,NIG21036,21036,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,Blueprint,National,"On 12 June 2021, Omo Oduduwa members staged demonstrations in Ibadan (Akinyele LGA, Oyo) to demand establishment of a Yoruba Nation. [size=no report]",0,1624310472,NGA
8166172,566,NIG21035,21035,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,Blueprint,National,"On 12 June 2021, youth demonstrators staged a protest in Ibadan (Akinyele LGA, Oyo) against insecurity and bad governance. [size=no report]",0,1624310472,NGA
8166186,566,NIG21032,21032,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Business Day (Nigeria)",National,"On 12 June 2021, demonstrators staged protest marches in Benin City (Oredo LGA, Edo) against insecurity and bad governance. [size=no report]",0,1624310472,NGA
8166240,566,NIG21034,21034,"12 June 2021",2021,2,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Niger Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Niger,Rijau,,Genu,10.9134,5.2019,1,"Daily Independent (Nigeria)",National,"Around 12 June 2021 (weekend of), Nigerian Airforce conducted air strikes against a Niger communal militia at Genu (Rijau LGA, Niger). Reported fatalities. Community sources also report that the airstrike hit a wedding party in Argida community (Rijau LGA, Niger) [coded separately] and killed two residents. Unknown militiamen fatalities coded as 3.",3,1624310472,NGA
8166241,566,NIG21040,21040,"12 June 2021",2021,1,Battles,"Armed clash","Aguikpa Communal Militia (Nigeria)",,4,"Unidentified Armed Group (Nigeria)",,3,34,"Western Africa",Nigeria,Enugu,"Nkanu East",,Oruku,6.4352,7.6506,1,"Daily Independent (Nigeria)",National,"On 12 June 2021, unidentified gunmen clashed with Aguikpa communal militia at Oruku (Nkanu East LGA, Enugu). The chairman of the local militia was killed.",1,1624310472,NGA
8166244,566,NIG21038,21038,"12 June 2021",2021,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,Abia,Ohafia,,Ohafia,5.6261,7.8306,1,"Daily Independent (Nigeria)",National,"Around 12 June 2021 (as reported), Nigerian military troops clashed with the Indigenous People of Biafra (IPOB) security outfit, Eastern Security Network (ESN), in Ohafia (Ohafia LGA, Abia). Six soldiers and one ESN fighter were killed.",7,1624310472,NGA
8166246,566,NIG21031,21031,"12 June 2021",2021,2,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)",,7,17,"Western Africa",Nigeria,Niger,Rijau,,Argida,10.8666,5.1833,1,"Daily Independent (Nigeria)",National,"Around 12 June 2021 (weekend of), Nigerian Airforce conducted air strikes against a wedding party in Argida community (Rijau LGA, Niger) and killed two residents.",2,1624310472,NGA
8166400,566,NIG21041,21041,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,"Nigeria Punch",National,"On 12 June 2021, youth demonstrators under the aegis of Coalition of Civil Societies staged a protest in Oshogbo (Osogbo LGA, Osun) against insecurity and bad governance. [size=no report]",0,1624310473,NGA
8166401,566,NIG21042,21042,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Nigeria Punch",National,"On 12 June 2021, demonstrators under the aegis of Coalition of Civil Societies staged a protest at Pleasure Park in Port Harcourt (Port Harcourt LGA, Rivers) against insecurity and bad governance. [size=no report]",0,1624310473,NGA
8166402,566,NIG21030,21030,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,1,"Nigeria Punch",National,"On 12 June 2021, youth demonstrators under the aegis of Coalition of Civil Societies staged a protest in Akure (Akure South LGA, Ondo) against insecurity and bad governance. [size=no report]",0,1624310473,NGA
8644111,566,NIG21029,21029,"12 June 2021",2021,1,Protests,"Protest with intervention","Protesters (Nigeria)","Civilians (Nigeria); Journalists (Nigeria)",6,"Police Forces of Nigeria (2015-)",,1,16,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Sahara Reporters; Blueprint",National-Regional,"On 12 June 2021, youth residents staged a demonstration at Gudu area of Abuja (Abuja Municipal LGA, FCT) against insecurity and bad governance. Police forces fired tear gas to disperse demonstrators. A journalist was also arrested. [size=no report]",0,1637008334,NGA
